timestamp,open,high,low,close,volume
1551398400000,1.13731,1.13731,1.13686,1.13694,3011.6
1551399300000,1.13694,1.13716,1.13686,1.1371,2079.05
1551400200000,1.1371,1.13725,1.13695,1.13721,1691.12
1551401100000,1.13721,1.13732,1.13689,1.137,3115.09
1551402000000,1.13699,1.13724,1.13693,1.1371,2561.47
1551402900000,1.1371,1.13736,1.13708,1.13733,2419.22
1551403800000,1.13734,1.1374,1.13709,1.13724,3309.23
1551404700000,1.13726,1.13751,1.13719,1.13721,2918.03
1551405600000,1.13719,1.1372,1.13699,1.13699,1540.31
1551406500000,1.13699,1.13699,1.13664,1.13669,1856.65
1551407400000,1.13669,1.13671,1.13638,1.13647,2323.07
1551408300000,1.13648,1.13699,1.13647,1.13694,2231.11
1551409200000,1.13693,1.13722,1.13677,1.1371,2297.79
1551410100000,1.1371,1.13722,1.13704,1.13715,2255.72
1551411000000,1.13715,1.13716,1.13702,1.13715,1373.48
1551411900000,1.13715,1.13716,1.13693,1.13693,1484.19
1551412800000,1.13693,1.13717,1.13693,1.1371,1434.03
1551413700000,1.13711,1.13732,1.13704,1.13731,1190.89
1551414600000,1.1373,1.13744,1.1371,1.13743,1172.59
1551415500000,1.13742,1.13752,1.13725,1.13739,2321.64
1551416400000,1.13739,1.13747,1.13727,1.13731,1418.65
1551417300000,1.13732,1.13743,1.13721,1.13725,1518.6
1551418200000,1.13725,1.13727,1.13717,1.13721,1291.13
1551419100000,1.13721,1.13726,1.13701,1.13704,1373.16
1551420000000,1.13704,1.13733,1.13704,1.13731,1550.88
1551420900000,1.13731,1.13739,1.13711,1.13729,2343.71
1551421800000,1.13731,1.13732,1.13693,1.13709,2083.59
1551422700000,1.1371,1.13717,1.13613,1.13619,2978.74
1551423600000,1.1362,1.13705,1.1362,1.13697,3138.82
1551424500000,1.13703,1.13708,1.13649,1.13693,3168.63
1551425400000,1.13692,1.13705,1.13675,1.1368,4190.47
1551426300000,1.1368,1.13742,1.13653,1.13722,4970.57
1551427200000,1.13723,1.13732,1.13633,1.13651,7334.17
1551428100000,1.13651,1.13651,1.1355,1.13556,6885.17
1551429000000,1.13555,1.13603,1.13533,1.13599,4637.99
1551429900000,1.136,1.13633,1.13597,1.13632,4808.64
1551430800000,1.13632,1.13652,1.13573,1.13618,5567.21
1551431700000,1.13618,1.13664,1.13582,1.13583,5290.25
1551432600000,1.13583,1.13619,1.13571,1.13609,5477.72
1551433500000,1.13608,1.13613,1.13587,1.136,5044.67
1551434400000,1.136,1.13633,1.13553,1.13622,5915.97
1551435300000,1.13621,1.13694,1.13617,1.13692,6468.66
1551436200000,1.13692,1.13771,1.13687,1.13751,6695.71
1551437100000,1.1375,1.13768,1.13721,1.13748,5462.71
1551438000000,1.13748,1.13764,1.13735,1.13741,5705.62
1551438900000,1.13741,1.13793,1.13733,1.13786,4693.34
1551439800000,1.13787,1.13809,1.13756,1.13807,5866.46
1551440700000,1.13807,1.13857,1.13805,1.1384,5943.69
1551441600000,1.13841,1.13863,1.13823,1.13862,6007.93
1551442500000,1.13861,1.13877,1.1384,1.13845,5961
1551443400000,1.13845,1.13861,1.13821,1.13841,5270.59
1551444300000,1.1384,1.13861,1.13772,1.13782,5808.85
1551445200000,1.13782,1.13841,1.13759,1.13825,9215.39
1551446100000,1.13826,1.13846,1.13781,1.13809,7909.16
1551447000000,1.13811,1.13835,1.13752,1.13793,8109.79
1551447900000,1.13795,1.1385,1.1379,1.13818,7731.33
1551448800000,1.13817,1.13846,1.13762,1.13828,7594.52
1551449700000,1.13828,1.13897,1.13761,1.13894,7716
1551450600000,1.13894,1.13919,1.13857,1.13904,8237
1551451500000,1.13907,1.14001,1.13904,1.13963,7325.64
1551452400000,1.13962,1.14085,1.1394,1.13957,9922.79
1551453300000,1.13959,1.13967,1.13865,1.13906,9339.52
1551454200000,1.13907,1.13912,1.13866,1.13874,8040.38
1551455100000,1.13872,1.13929,1.13851,1.13863,9694.89
1551456000000,1.13862,1.13884,1.13758,1.13777,8694.83
1551456900000,1.13777,1.13808,1.13752,1.13781,8415.53
1551457800000,1.13782,1.13812,1.13755,1.13797,7361.94
1551458700000,1.13797,1.13806,1.13731,1.13749,7190.81
