timestamp,open,high,low,close,volume
1430438400000,1.12117,1.12187,1.12071,1.12149,1448.41
1430439300000,1.12147,1.12151,1.12117,1.12143,756.99
1430440200000,1.12143,1.12144,1.1206,1.1209,955.4
1430441100000,1.1209,1.12145,1.12069,1.12081,1044.18
1430442000000,1.12083,1.12122,1.12072,1.12093,911.39
1430442900000,1.12094,1.12133,1.12093,1.12124,715.95
1430443800000,1.12124,1.12146,1.12115,1.12123,867.78
1430444700000,1.12122,1.12162,1.1208,1.12082,1173.62
1430445600000,1.12081,1.12133,1.12072,1.12084,1111.45
1430446500000,1.12083,1.12083,1.12039,1.12062,819.09
1430447400000,1.12061,1.12087,1.12033,1.12082,975.29
1430448300000,1.12083,1.12092,1.1206,1.12078,858.88
1430449200000,1.12078,1.12101,1.12061,1.12091,447.04
1430450100000,1.12092,1.12111,1.1208,1.1208,676.34
1430451000000,1.12081,1.12103,1.1208,1.12097,390.31
1430451900000,1.12098,1.12105,1.12079,1.12085,527.26
1430452800000,1.12084,1.12114,1.12063,1.12091,687.42
1430453700000,1.12092,1.12097,1.12058,1.12069,785.7
1430454600000,1.12068,1.1209,1.12049,1.12079,1218.51
1430455500000,1.12078,1.121,1.12059,1.12079,1391.21
1430456400000,1.12079,1.12106,1.12059,1.12082,1370.28
1430457300000,1.12081,1.12105,1.12071,1.12091,1254.85
1430458200000,1.12092,1.12125,1.12091,1.12122,1061.06
1430459100000,1.12122,1.12192,1.12099,1.12184,970.62
1430460000000,1.12185,1.12264,1.12003,1.12083,2212.87
1430460900000,1.12082,1.12273,1.1207,1.12175,1813.32
1430461800000,1.12175,1.12262,1.1215,1.12232,1671.8
1430462700000,1.12231,1.12513,1.12203,1.12504,2778.94
1430463600000,1.12499,1.12499,1.12315,1.12443,2864.98
1430464500000,1.12442,1.12562,1.12397,1.12438,2919.02
1430465400000,1.12437,1.1258,1.12341,1.12498,2237.11
1430466300000,1.12497,1.12667,1.12429,1.12562,2587.23
1430467200000,1.1256,1.12699,1.1253,1.1255,2603.44
1430468100000,1.1255,1.12574,1.12396,1.12404,1926.97
1430469000000,1.12404,1.12615,1.12377,1.12543,2821.19
