control,tf,tipo,direccion,confirmation_time_utc,bar_index_local,nivel,zone_high,source_close,detector_object_id,occurrence_id
B,M1,FVG,1,2026-08-24T14:36:00+00:00,11160,1.1667,1.16671,,FVG_M1_11160_BULL,M1|FVG|2026-08-24T14:36:00+00:00|1
B,M1,FVG,1,2026-08-24T14:38:00+00:00,11162,1.16694,1.16697,,FVG_M1_11162_BULL,M1|FVG|2026-08-24T14:38:00+00:00|1
B,M1,FVG,-1,2026-08-24T14:41:00+00:00,11165,1.16691,1.167,,FVG_M1_11165_BEAR,M1|FVG|2026-08-24T14:41:00+00:00|-1
B,M1,FVG,-1,2026-08-24T14:45:00+00:00,11169,1.16664,1.16668,,FVG_M1_11169_BEAR,M1|FVG|2026-08-24T14:45:00+00:00|-1
B,M1,FVG,1,2026-08-24T14:49:00+00:00,11173,1.16667,1.16671,,FVG_M1_11173_BULL,M1|FVG|2026-08-24T14:49:00+00:00|1
B,M1,FVG,-1,2026-08-24T14:53:00+00:00,11177,1.16659,1.16668,,FVG_M1_11177_BEAR,M1|FVG|2026-08-24T14:53:00+00:00|-1
B,M1,FVG,1,2026-08-24T14:55:00+00:00,11179,1.16659,1.16663,,FVG_M1_11179_BULL,M1|FVG|2026-08-24T14:55:00+00:00|1
B,M1,FVG,1,2026-08-24T14:56:00+00:00,11180,1.16664,1.16668,,FVG_M1_11180_BULL,M1|FVG|2026-08-24T14:56:00+00:00|1
B,M1,FVG,-1,2026-08-24T14:59:00+00:00,11183,1.16668,1.16672,,FVG_M1_11183_BEAR,M1|FVG|2026-08-24T14:59:00+00:00|-1
B,M1,FVG,-1,2026-08-24T15:07:00+00:00,11191,1.16646,1.16657,,FVG_M1_11191_BEAR,M1|FVG|2026-08-24T15:07:00+00:00|-1
B,M1,FVG,1,2026-08-24T15:13:00+00:00,11197,1.16643,1.16653,,FVG_M1_11197_BULL,M1|FVG|2026-08-24T15:13:00+00:00|1
B,M1,FVG,1,2026-08-24T15:18:00+00:00,11202,1.16651,1.16667,,FVG_M1_11202_BULL,M1|FVG|2026-08-24T15:18:00+00:00|1
B,M1,FVG,1,2026-08-24T15:23:00+00:00,11207,1.1669,1.16691,,FVG_M1_11207_BULL,M1|FVG|2026-08-24T15:23:00+00:00|1
B,M1,FVG,1,2026-08-24T15:24:00+00:00,11208,1.16697,1.16704,,FVG_M1_11208_BULL,M1|FVG|2026-08-24T15:24:00+00:00|1
B,M1,FVG,1,2026-08-24T15:29:00+00:00,11213,1.16709,1.16713,,FVG_M1_11213_BULL,M1|FVG|2026-08-24T15:29:00+00:00|1
B,M1,FVG,1,2026-08-24T15:30:00+00:00,11214,1.16719,1.1672,,FVG_M1_11214_BULL,M1|FVG|2026-08-24T15:30:00+00:00|1
B,M1,FVG,-1,2026-08-24T15:32:00+00:00,11216,1.16718,1.1672,,FVG_M1_11216_BEAR,M1|FVG|2026-08-24T15:32:00+00:00|-1
B,M1,FVG,-1,2026-08-24T15:33:00+00:00,11217,1.16712,1.16715,,FVG_M1_11217_BEAR,M1|FVG|2026-08-24T15:33:00+00:00|-1
B,M1,FVG,-1,2026-08-24T15:34:00+00:00,11218,1.16699,1.167,,FVG_M1_11218_BEAR,M1|FVG|2026-08-24T15:34:00+00:00|-1
B,M1,FVG,1,2026-08-24T15:37:00+00:00,11221,1.16698,1.16705,,FVG_M1_11221_BULL,M1|FVG|2026-08-24T15:37:00+00:00|1
B,M1,FVG,-1,2026-08-24T15:45:00+00:00,11229,1.16686,1.16697,,FVG_M1_11229_BEAR,M1|FVG|2026-08-24T15:45:00+00:00|-1
B,M1,FVG,1,2026-08-24T15:50:00+00:00,11234,1.16679,1.16686,,FVG_M1_11234_BULL,M1|FVG|2026-08-24T15:50:00+00:00|1
B,M1,FVG,1,2026-08-24T15:53:00+00:00,11237,1.16698,1.16703,,FVG_M1_11237_BULL,M1|FVG|2026-08-24T15:53:00+00:00|1
B,M1,FVG,1,2026-08-24T16:02:00+00:00,11246,1.16694,1.16698,,FVG_M1_11246_BULL,M1|FVG|2026-08-24T16:02:00+00:00|1
B,M1,FVG,-1,2026-08-24T16:08:00+00:00,11252,1.16695,1.16697,,FVG_M1_11252_BEAR,M1|FVG|2026-08-24T16:08:00+00:00|-1
B,M1,FVG,1,2026-08-24T16:10:00+00:00,11254,1.16695,1.167,,FVG_M1_11254_BULL,M1|FVG|2026-08-24T16:10:00+00:00|1
B,M1,FVG,1,2026-08-24T16:11:00+00:00,11255,1.16702,1.16706,,FVG_M1_11255_BULL,M1|FVG|2026-08-24T16:11:00+00:00|1
B,M1,FVG,1,2026-08-24T16:12:00+00:00,11256,1.16707,1.1671,,FVG_M1_11256_BULL,M1|FVG|2026-08-24T16:12:00+00:00|1
B,M1,FVG,1,2026-08-24T16:16:00+00:00,11260,1.16719,1.16726,,FVG_M1_11260_BULL,M1|FVG|2026-08-24T16:16:00+00:00|1
B,M1,FVG,-1,2026-08-24T16:25:00+00:00,11269,1.16732,1.16738,,FVG_M1_11269_BEAR,M1|FVG|2026-08-24T16:25:00+00:00|-1
B,M1,FVG,-1,2026-08-24T16:27:00+00:00,11271,1.16718,1.16722,,FVG_M1_11271_BEAR,M1|FVG|2026-08-24T16:27:00+00:00|-1
B,M1,FVG,-1,2026-08-24T16:38:00+00:00,11282,1.16701,1.16703,,FVG_M1_11282_BEAR,M1|FVG|2026-08-24T16:38:00+00:00|-1
B,M1,FVG,-1,2026-08-24T16:43:00+00:00,11287,1.16689,1.16695,,FVG_M1_11287_BEAR,M1|FVG|2026-08-24T16:43:00+00:00|-1
B,M1,FVG,-1,2026-08-24T16:46:00+00:00,11290,1.16672,1.16676,,FVG_M1_11290_BEAR,M1|FVG|2026-08-24T16:46:00+00:00|-1
B,M1,FVG,1,2026-08-24T16:48:00+00:00,11292,1.16672,1.16679,,FVG_M1_11292_BULL,M1|FVG|2026-08-24T16:48:00+00:00|1
B,M1,FVG,-1,2026-08-24T16:54:00+00:00,11298,1.16679,1.16683,,FVG_M1_11298_BEAR,M1|FVG|2026-08-24T16:54:00+00:00|-1
B,M1,FVG,-1,2026-08-24T16:57:00+00:00,11301,1.16654,1.16667,,FVG_M1_11301_BEAR,M1|FVG|2026-08-24T16:57:00+00:00|-1
B,M1,FVG,1,2026-08-24T17:15:00+00:00,11319,1.16648,1.16673,,FVG_M1_11319_BULL,M1|FVG|2026-08-24T17:15:00+00:00|1
B,M1,FVG,-1,2026-08-24T17:18:00+00:00,11322,1.16657,1.16668,,FVG_M1_11322_BEAR,M1|FVG|2026-08-24T17:18:00+00:00|-1
B,M1,FVG,1,2026-08-24T17:20:00+00:00,11324,1.16657,1.16661,,FVG_M1_11324_BULL,M1|FVG|2026-08-24T17:20:00+00:00|1
B,M1,FVG,1,2026-08-24T17:21:00+00:00,11325,1.16666,1.1667,,FVG_M1_11325_BULL,M1|FVG|2026-08-24T17:21:00+00:00|1
B,M1,FVG,1,2026-08-24T17:25:00+00:00,11329,1.16679,1.16684,,FVG_M1_11329_BULL,M1|FVG|2026-08-24T17:25:00+00:00|1
B,M1,FVG,-1,2026-08-24T17:32:00+00:00,11336,1.16706,1.16707,,FVG_M1_11336_BEAR,M1|FVG|2026-08-24T17:32:00+00:00|-1
B,M1,FVG,-1,2026-08-24T17:39:00+00:00,11343,1.16701,1.16702,,FVG_M1_11343_BEAR,M1|FVG|2026-08-24T17:39:00+00:00|-1
B,M1,FVG,-1,2026-08-24T17:40:00+00:00,11344,1.1669,1.16701,,FVG_M1_11344_BEAR,M1|FVG|2026-08-24T17:40:00+00:00|-1
B,M1,FVG,-1,2026-08-24T17:42:00+00:00,11346,1.16674,1.16681,,FVG_M1_11346_BEAR,M1|FVG|2026-08-24T17:42:00+00:00|-1
B,M1,FVG,-1,2026-08-24T17:43:00+00:00,11347,1.16663,1.16673,,FVG_M1_11347_BEAR,M1|FVG|2026-08-24T17:43:00+00:00|-1
B,M1,FVG,1,2026-08-24T17:45:00+00:00,11349,1.16663,1.16674,,FVG_M1_11349_BULL,M1|FVG|2026-08-24T17:45:00+00:00|1
B,M1,FVG,1,2026-08-24T17:47:00+00:00,11351,1.1668,1.16689,,FVG_M1_11351_BULL,M1|FVG|2026-08-24T17:47:00+00:00|1
B,M1,FVG,1,2026-08-24T17:48:00+00:00,11352,1.1669,1.16695,,FVG_M1_11352_BULL,M1|FVG|2026-08-24T17:48:00+00:00|1
B,M1,FVG,-1,2026-08-24T17:52:00+00:00,11356,1.16669,1.16697,,FVG_M1_11356_BEAR,M1|FVG|2026-08-24T17:52:00+00:00|-1
B,M1,FVG,1,2026-08-24T18:04:00+00:00,11368,1.1666,1.16669,,FVG_M1_11368_BULL,M1|FVG|2026-08-24T18:04:00+00:00|1
B,M1,FVG,1,2026-08-24T18:05:00+00:00,11369,1.16671,1.16681,,FVG_M1_11369_BULL,M1|FVG|2026-08-24T18:05:00+00:00|1
B,M1,FVG,-1,2026-08-24T18:07:00+00:00,11371,1.16678,1.16681,,FVG_M1_11371_BEAR,M1|FVG|2026-08-24T18:07:00+00:00|-1
B,M1,FVG,-1,2026-08-24T18:12:00+00:00,11376,1.16675,1.16676,,FVG_M1_11376_BEAR,M1|FVG|2026-08-24T18:12:00+00:00|-1
B,M1,FVG,1,2026-08-24T18:14:00+00:00,11378,1.16675,1.16678,,FVG_M1_11378_BULL,M1|FVG|2026-08-24T18:14:00+00:00|1
B,M1,FVG,-1,2026-08-24T18:17:00+00:00,11381,1.16676,1.16677,,FVG_M1_11381_BEAR,M1|FVG|2026-08-24T18:17:00+00:00|-1
B,M1,FVG,1,2026-08-24T18:27:00+00:00,11391,1.16684,1.16687,,FVG_M1_11391_BULL,M1|FVG|2026-08-24T18:27:00+00:00|1
B,M1,FVG,-1,2026-08-24T18:33:00+00:00,11397,1.16688,1.16696,,FVG_M1_11397_BEAR,M1|FVG|2026-08-24T18:33:00+00:00|-1
B,M1,FVG,1,2026-08-24T18:37:00+00:00,11401,1.16694,1.16697,,FVG_M1_11401_BULL,M1|FVG|2026-08-24T18:37:00+00:00|1
B,M1,FVG,1,2026-08-24T18:38:00+00:00,11402,1.167,1.16702,,FVG_M1_11402_BULL,M1|FVG|2026-08-24T18:38:00+00:00|1
B,M1,FVG,-1,2026-08-24T18:41:00+00:00,11405,1.16696,1.16701,,FVG_M1_11405_BEAR,M1|FVG|2026-08-24T18:41:00+00:00|-1
B,M1,FVG,-1,2026-08-24T18:46:00+00:00,11410,1.16684,1.16688,,FVG_M1_11410_BEAR,M1|FVG|2026-08-24T18:46:00+00:00|-1
B,M1,FVG,-1,2026-08-24T18:54:00+00:00,11418,1.16671,1.16672,,FVG_M1_11418_BEAR,M1|FVG|2026-08-24T18:54:00+00:00|-1
B,M1,FVG,-1,2026-08-24T18:57:00+00:00,11421,1.16665,1.16668,,FVG_M1_11421_BEAR,M1|FVG|2026-08-24T18:57:00+00:00|-1
B,M1,FVG,-1,2026-08-24T18:58:00+00:00,11422,1.1666,1.16662,,FVG_M1_11422_BEAR,M1|FVG|2026-08-24T18:58:00+00:00|-1
B,M1,FVG,-1,2026-08-24T18:59:00+00:00,11423,1.16653,1.16655,,FVG_M1_11423_BEAR,M1|FVG|2026-08-24T18:59:00+00:00|-1
B,M1,FVG,-1,2026-08-24T19:00:00+00:00,11424,1.16649,1.16651,,FVG_M1_11424_BEAR,M1|FVG|2026-08-24T19:00:00+00:00|-1
B,M1,FVG,1,2026-08-24T19:03:00+00:00,11427,1.16647,1.1665,,FVG_M1_11427_BULL,M1|FVG|2026-08-24T19:03:00+00:00|1
B,M1,FVG,-1,2026-08-24T19:10:00+00:00,11434,1.16662,1.16663,,FVG_M1_11434_BEAR,M1|FVG|2026-08-24T19:10:00+00:00|-1
B,M1,FVG,1,2026-08-24T19:13:00+00:00,11437,1.16668,1.16676,,FVG_M1_11437_BULL,M1|FVG|2026-08-24T19:13:00+00:00|1
B,M1,FVG,1,2026-08-24T19:19:00+00:00,11443,1.16671,1.16673,,FVG_M1_11443_BULL,M1|FVG|2026-08-24T19:19:00+00:00|1
B,M1,FVG,1,2026-08-24T19:32:00+00:00,11456,1.16663,1.16665,,FVG_M1_11456_BULL,M1|FVG|2026-08-24T19:32:00+00:00|1
B,M1,FVG,-1,2026-08-24T19:35:00+00:00,11459,1.16656,1.16661,,FVG_M1_11459_BEAR,M1|FVG|2026-08-24T19:35:00+00:00|-1
B,M1,FVG,1,2026-08-24T19:37:00+00:00,11461,1.16656,1.16658,,FVG_M1_11461_BULL,M1|FVG|2026-08-24T19:37:00+00:00|1
B,M1,FVG,1,2026-08-24T19:39:00+00:00,11463,1.16664,1.16666,,FVG_M1_11463_BULL,M1|FVG|2026-08-24T19:39:00+00:00|1
B,M1,FVG,-1,2026-08-24T19:41:00+00:00,11465,1.16663,1.16666,,FVG_M1_11465_BEAR,M1|FVG|2026-08-24T19:41:00+00:00|-1
B,M1,FVG,-1,2026-08-24T19:47:00+00:00,11471,1.16654,1.16656,,FVG_M1_11471_BEAR,M1|FVG|2026-08-24T19:47:00+00:00|-1
B,M1,FVG,-1,2026-08-24T19:48:00+00:00,11472,1.16644,1.16652,,FVG_M1_11472_BEAR,M1|FVG|2026-08-24T19:48:00+00:00|-1
B,M1,FVG,-1,2026-08-24T19:49:00+00:00,11473,1.16639,1.16642,,FVG_M1_11473_BEAR,M1|FVG|2026-08-24T19:49:00+00:00|-1
B,M1,FVG,1,2026-08-24T20:00:00+00:00,11484,1.16643,1.16647,,FVG_M1_11484_BULL,M1|FVG|2026-08-24T20:00:00+00:00|1
B,M1,FVG,-1,2026-08-24T20:06:00+00:00,11490,1.16635,1.16639,,FVG_M1_11490_BEAR,M1|FVG|2026-08-24T20:06:00+00:00|-1
B,M1,FVG,-1,2026-08-24T20:07:00+00:00,11491,1.16628,1.16629,,FVG_M1_11491_BEAR,M1|FVG|2026-08-24T20:07:00+00:00|-1
B,M1,FVG,1,2026-08-24T20:09:00+00:00,11493,1.16628,1.1665,,FVG_M1_11493_BULL,M1|FVG|2026-08-24T20:09:00+00:00|1
B,M1,FVG,-1,2026-08-24T20:11:00+00:00,11495,1.16637,1.1665,,FVG_M1_11495_BEAR,M1|FVG|2026-08-24T20:11:00+00:00|-1
B,M1,FVG,-1,2026-08-24T20:21:00+00:00,11505,1.16623,1.16629,,FVG_M1_11505_BEAR,M1|FVG|2026-08-24T20:21:00+00:00|-1
B,M1,FVG,-1,2026-08-24T20:22:00+00:00,11506,1.16611,1.16622,,FVG_M1_11506_BEAR,M1|FVG|2026-08-24T20:22:00+00:00|-1
B,M1,FVG,-1,2026-08-24T20:23:00+00:00,11507,1.16602,1.16608,,FVG_M1_11507_BEAR,M1|FVG|2026-08-24T20:23:00+00:00|-1
B,M1,FVG,-1,2026-08-24T20:24:00+00:00,11508,1.16584,1.1659,,FVG_M1_11508_BEAR,M1|FVG|2026-08-24T20:24:00+00:00|-1
B,M1,FVG,1,2026-08-24T20:30:00+00:00,11514,1.16573,1.16583,,FVG_M1_11514_BULL,M1|FVG|2026-08-24T20:30:00+00:00|1
