timestamp,open,high,low,close,volume
1648771200000,1.10727,1.10745,1.10653,1.10684,4228860000
1648772100000,1.10684,1.10695,1.10621,1.10627,2203900000
1648773000000,1.10626,1.10635,1.10595,1.10612,2054010000
1648773900000,1.10614,1.10682,1.1061,1.10672,2139840000
1648774800000,1.10673,1.10688,1.10632,1.10688,1253200000
1648775700000,1.10686,1.10716,1.1067,1.10683,1488390000
1648776600000,1.10686,1.10712,1.10684,1.10702,1652080000
1648777500000,1.10701,1.1073,1.1068,1.10718,2537340000
1648778400000,1.10717,1.10723,1.10687,1.10701,1208740000
1648779300000,1.107,1.10725,1.10686,1.10701,877080000
1648780200000,1.10702,1.10726,1.10695,1.10702,748630000
1648781100000,1.10702,1.10714,1.10627,1.10644,1820400000
1648782000000,1.10646,1.10652,1.10613,1.10648,1356210000
1648782900000,1.10648,1.10677,1.10648,1.10671,804510000
1648783800000,1.1067,1.10675,1.10641,1.10654,888330000
1648784700000,1.10654,1.10686,1.10629,1.10652,1811880000
1648785600000,1.10652,1.10682,1.10636,1.10669,1405040000
1648786500000,1.10669,1.10672,1.10632,1.10638,1253460000
1648787400000,1.10638,1.10665,1.10627,1.10652,1009700000
1648788300000,1.10652,1.10677,1.10636,1.10637,1472750000
1648789200000,1.10638,1.10679,1.10635,1.10667,1231980000
1648790100000,1.10668,1.10669,1.10636,1.10643,731020000
1648791000000,1.10643,1.10734,1.10643,1.10725,1525090000
1648791900000,1.10724,1.10742,1.10675,1.10679,1117140000
1648792800000,1.10678,1.10702,1.10524,1.1057,2962810000
1648793700000,1.10569,1.10625,1.10547,1.10601,2369780000
1648794600000,1.10602,1.10606,1.10522,1.10548,1928900000
1648795500000,1.10545,1.10757,1.10541,1.10739,3022910000
1648796400000,1.10736,1.10754,1.10576,1.10577,5651610000
1648797300000,1.10578,1.10655,1.10428,1.10459,6470430000
1648798200000,1.1046,1.10557,1.10456,1.1053,6037440000
1648799100000,1.1053,1.10662,1.10517,1.10524,6259820000
1648800000000,1.10524,1.10677,1.10483,1.10675,4508180000
1648800900000,1.10674,1.10741,1.10558,1.10704,4849630000
1648801800000,1.10703,1.10704,1.10594,1.10621,3276270000
1648802700000,1.10621,1.10714,1.10554,1.10605,3622300000
1648803600000,1.10605,1.10605,1.10518,1.10522,4005740000
1648804500000,1.10524,1.106,1.10445,1.10542,5567560000
1648805400000,1.1054,1.10583,1.10414,1.10479,4476060000
1648806300000,1.10481,1.10558,1.10446,1.10558,3127020000
1648807200000,1.10556,1.10576,1.10476,1.10494,2265880000
1648808100000,1.10494,1.10571,1.10489,1.10568,1872090000
1648809000000,1.10569,1.10598,1.10557,1.1059,2181250000
1648809900000,1.1059,1.10672,1.10559,1.1067,3013050000
1648810800000,1.10673,1.10677,1.1057,1.10596,2900920000
1648811700000,1.10599,1.10608,1.10544,1.10548,2036630000
1648812600000,1.10548,1.1057,1.10525,1.10528,2289230000
1648813500000,1.10529,1.10546,1.10481,1.10483,3042340000
1648814400000,1.10484,1.10523,1.10464,1.10517,2121610000
