timestamp,open,high,low,close,volume
1349049600000,1.28077,1.2821,1.28051,1.28104,1565.57
1349050500000,1.28104,1.28171,1.28095,1.28142,1250.9
1349051400000,1.2814,1.28172,1.28122,1.28143,786
1349052300000,1.28145,1.28194,1.2809,1.28183,1403.81
1349053200000,1.28184,1.28214,1.2814,1.28211,836.44
1349054100000,1.2821,1.2823,1.28148,1.28172,821.47
1349055000000,1.28172,1.28209,1.28109,1.2814,1089.67
1349055900000,1.2814,1.28186,1.28111,1.28146,643.17
1349056800000,1.28146,1.28181,1.28126,1.28181,590
1349057700000,1.2818,1.28195,1.2811,1.28149,881.4
1349058600000,1.28147,1.28149,1.28062,1.28093,817.49
1349059500000,1.28094,1.28131,1.28049,1.28131,835.19
1349060400000,1.28131,1.2816,1.28107,1.28135,496.6
1349061300000,1.28134,1.28232,1.28127,1.28197,1323.2
1349062200000,1.28197,1.28239,1.28164,1.28208,831.88
1349063100000,1.28206,1.28226,1.28192,1.28205,466.26
1349064000000,1.28205,1.28258,1.28161,1.28241,960.2
1349064900000,1.28241,1.28251,1.28196,1.28225,521.29
1349065800000,1.28226,1.28227,1.28186,1.28194,500.54
1349066700000,1.28194,1.2822,1.28181,1.28217,456.44
1349067600000,1.28217,1.2825,1.28176,1.28233,996.81
1349068500000,1.28232,1.28288,1.28232,1.28269,864.33
1349069400000,1.28268,1.28293,1.28235,1.28289,553.73
1349070300000,1.28289,1.28302,1.28263,1.28288,634.24
1349071200000,1.28288,1.28322,1.28253,1.28322,1382.35
1349072100000,1.28322,1.28509,1.28295,1.28454,3690.26
1349073000000,1.28451,1.28473,1.28403,1.28426,1865.17
1349073900000,1.28424,1.28437,1.28379,1.28435,1710.57
1349074800000,1.28434,1.28602,1.28386,1.28566,3793.31
1349075700000,1.28566,1.28656,1.28503,1.28644,4594.83
1349076600000,1.28644,1.287,1.28615,1.28699,3515.58
1349077500000,1.28697,1.28768,1.28668,1.2867,3693.35
1349078400000,1.28671,1.28705,1.2864,1.28677,3251.39
1349079300000,1.28677,1.28765,1.28649,1.28704,3646.15
1349080200000,1.28699,1.2887,1.28699,1.28866,4131.58
1349081100000,1.28868,1.28965,1.28816,1.28938,3930.3
1349082000000,1.28937,1.2906,1.28932,1.29015,3887.82
1349082900000,1.29012,1.29061,1.28981,1.29003,3221.66
1349083800000,1.29004,1.29005,1.28925,1.28989,2964.97
1349084700000,1.28992,1.29105,1.2897,1.28994,3187.23
1349085600000,1.28993,1.29007,1.28926,1.28952,2713.37
1349086500000,1.28956,1.28986,1.2893,1.28965,1924.12
1349087400000,1.28967,1.28993,1.28917,1.28923,1564.67
1349088300000,1.28923,1.28987,1.28919,1.28977,1411.42
1349089200000,1.2898,1.28992,1.2884,1.28868,2471.45
1349090100000,1.2887,1.289,1.2882,1.28896,2519.38
1349091000000,1.28894,1.28943,1.28854,1.28883,1762
1349091900000,1.28883,1.28908,1.28818,1.28823,2647.96
1349092800000,1.28822,1.28856,1.2876,1.28776,2251.8
1349093700000,1.28772,1.28855,1.28762,1.28834,2140.22
1349094600000,1.28834,1.29019,1.28833,1.28963,3271.23
1349095500000,1.28963,1.29241,1.28962,1.29238,5084.54
